WORD,MPQA,OPENER,OL,VADER,IN_VOCAB,ANNOTATION
press,1.0,1.0,1.0,1.0,True,
pressured,-0.225,-0.225,-0.225,-0.225,True,
pretty,1.0,1.0,1.0,0.55,True,
pricey,-1.0,-1.0,-1.0,-1.0,True,
primary,0.0,0.0,0.0,0.0,True,
prime,0.0,0.0,0.0,0.0,True,
pro,1.0,1.0,1.0,1.0,True,
problem,-1.0,-1.0,-1.0,-0.425,True,
problematic,-1.0,-1.0,-1.0,-0.475,True,
problems,-1.0,-1.0,-1.0,-0.425,True,
promise,1.0,1.0,1.0,0.325,True,
proper,1.0,1.0,1.0,1.0,True,
properly,1.0,1.0,1.0,1.0,True,
proprietary,-1.0,-1.0,-1.0,-1.0,True,
pros,1.0,1.0,1.0,1.0,True,
protector,1.0,1.0,1.0,1.0,True,
proving,1.0,1.0,1.0,1.0,True,
pure,1.0,1.0,1.0,1.0,True,
qualify,1.0,1.0,1.0,1.0,True,
qualms,-1.0,-1.0,-1.0,-1.0,True,
quick,0.0,0.0,0.0,0.0,True,
quicker,1.0,1.0,1.0,1.0,True,
quiet,0.0,0.0,1.0,0.3333333333333333,True,
quit,-1.0,-1.0,-1.0,-1.0,True,
quite,0.0,0.0,0.0,0.0,True,
rare,0.0,0.0,0.0,0.0,True,
rarely,0.0,0.0,0.0,0.0,True,
rather,0.0,0.0,0.0,0.0,True,
reach,0.025,0.025,0.025,0.025,True,
reaches,0.05,0.05,0.05,0.05,True,
reaction,0.0,0.0,0.0,0.0,True,
ready,1.0,1.0,1.0,0.375,True,
real,1.0,1.0,1.0,1.0,True,
realistic,1.0,1.0,1.0,1.0,True,
really,0.0,0.0,0.0,0.0,True,
reason,1.0,1.0,1.0,1.0,True,
reasonable,1.0,1.0,1.0,1.0,True,
reasonably,1.0,1.0,1.0,1.0,True,
recognition,1.0,1.0,1.0,1.0,True,
recomend,1.0,1.0,1.0,1.0,True,
recommend,1.0,1.0,1.0,0.375,True,
recommended,1.0,1.0,1.0,0.2,True,
recovery,1.0,1.0,1.0,1.0,True,
refund,1.0,1.0,1.0,1.0,True,
refused,-0.65,-0.65,-1.0,-0.3,True,
regardless,0.0,0.0,0.0,0.0,True,
regret,-1.0,-1.0,-1.0,-0.45,True,
regrets,-0.6875,-0.6875,-1.0,-0.375,True,
regretted,-0.7,-0.7,-1.0,-0.4,True,
relax,1.0,1.0,0.8250000000000001,0.475,True,
reliability,1.0,1.0,1.0,1.0,True,
reliable,1.0,1.0,1.0,1.0,True,
repair,1.0,1.0,1.0,1.0,True,
reputation,1.0,1.0,1.0,1.0,True,
resolve,1.0,1.0,0.7999999999999999,0.4,True,
resolved,1.0,1.0,0.725,0.175,True,
responsive,1.0,1.0,1.0,0.375,True,
restricted,-1.0,-1.0,-1.0,-0.4,True,
rich,1.0,1.0,1.0,0.65,True,
ridiculous,-1.0,-1.0,-1.0,-0.375,True,
ridiculously,-1.0,-1.0,-1.0,-0.35,True,
right,1.0,1.0,1.0,1.0,True,
robust,1.0,1.0,1.0,0.35,True,
rough,-1.0,-1.0,-1.0,-1.0,True,
safety,0.45,0.45,0.45,0.45,True,
sarcasm,-1.0,-1.0,-1.0,-0.225,True,
satisfactory,1.0,1.0,1.0,0.375,True,
satisfied,0.725,0.725,1.0,0.45,True,
satisfy,1.0,1.0,1.0,0.5,True,
save,0.55,0.55,0.55,0.55,True,
saved,0.45,0.45,0.45,0.45,True,
savvy,1.0,1.0,1.0,1.0,True,
scary,-1.0,-1.0,-1.0,-0.55,True,
scratches,-1.0,-1.0,-1.0,-1.0,True,
screams,-0.3,-0.3,-0.3,-0.3,True,
screw,-1.0,-1.0,-0.7000000000000001,-0.1,True,
screwed,-0.775,-0.775,-1.0,-0.55,True,
screws,-0.25,-0.25,-0.25,-0.25,True,
seamless,1.0,1.0,1.0,1.0,True,
secure,1.0,1.0,1.0,0.35,True,
securely,1.0,1.0,1.0,0.35,True,
security,1.0,1.0,0.7833333333333333,0.35,True,
seem,0.0,0.0,0.0,0.0,True,
sensational,1.0,1.0,1.0,1.0,True,
sense,1.0,1.0,1.0,1.0,True,
sensitive,1.0,1.0,1.0,1.0,True,
sensitivity,1.0,1.0,1.0,1.0,True,
serious,-1.0,-1.0,-0.6916666666666668,-0.075,True,
seriously,-1.0,-1.0,-0.725,-0.175,True,
set-up,-1.0,-1.0,-1.0,-1.0,True,
shame,-1.0,-1.0,-1.0,-0.525,True,
share,0.3,0.3,0.3,0.3,True,
sharp,-1.0,-1.0,1.0,-0.3333333333333333,True,
shattered,-0.525,-0.525,-0.525,-0.525,True,
sheer,-1.0,-1.0,-1.0,-1.0,True,
shine,1.0,1.0,1.0,1.0,True,
shiny,1.0,1.0,1.0,1.0,True,
shit,-0.825,-0.825,-1.0,-0.65,True,
shocked,-0.6625,-0.6625,-1.0,-0.325,True,
shockingly,-1.0,-1.0,-1.0,-0.175,True,
should,0.0,0.0,0.0,0.0,True,
show,0.0,0.0,0.0,0.0,True,
signals,0.0,0.0,0.0,0.0,True,
simple,1.0,1.0,1.0,1.0,True,
simply,0.0,0.0,0.0,0.0,True,
sleek,1.0,1.0,1.0,1.0,True,
slick,1.0,1.0,1.0,1.0,True,
slim,1.0,1.0,1.0,1.0,True,
slow,-1.0,-1.0,-1.0,-1.0,True,
slower,-1.0,-1.0,-1.0,-1.0,True,
slowly,-1.0,-1.0,-1.0,-1.0,True,
smooth,1.0,1.0,1.0,1.0,True,
smoother,1.0,1.0,1.0,1.0,True,
smoothly,1.0,1.0,1.0,1.0,True,
so,0.0,0.0,0.0,0.0,True,
soft,1.0,1.0,1.0,1.0,True,
solid,1.0,1.0,1.0,0.15,True,
solve,0.2,0.2,0.2,0.2,True,
solved,0.275,0.275,0.275,0.275,True,
sophisticated,1.0,1.0,1.0,0.65,True,
sorry,-1.0,-1.0,-1.0,-0.075,True,
sound,1.0,1.0,1.0,1.0,True,
special,1.0,1.0,0.8083333333333332,0.425,True,
specific,0.0,0.0,0.0,0.0,True,
spectacular,1.0,1.0,1.0,1.0,True,
speedy,1.0,1.0,1.0,1.0,True,
split,-1.0,-1.0,-1.0,-1.0,True,
stability,1.0,1.0,1.0,1.0,True,
stand,1.0,1.0,1.0,1.0,True,
stands,0.0,0.0,0.0,0.0,True,
star,1.0,1.0,1.0,1.0,True,
stars,1.0,1.0,1.0,1.0,True,
steady,1.0,1.0,1.0,1.0,True,
stellar,1.0,1.0,1.0,1.0,True,
still,0.0,0.0,0.0,0.0,True,
stinks,-0.625,-0.625,-1.0,-0.25,True,
stopped,-0.225,-0.225,-0.225,-0.225,True,
stops,-0.15,-0.15,-0.15,-0.15,True,
strength,0.0,0.0,0.18333333333333332,0.55,True,
strengths,0.425,0.425,0.425,0.425,True,
strong,1.0,1.0,1.0,0.575,True,
stuck,-0.625,-0.625,-1.0,-0.25,True,
stunning,1.0,1.0,1.0,0.4,True,
sturdy,1.0,1.0,1.0,1.0,True,
stylish,1.0,1.0,1.0,1.0,True,
sub-par,-1.0,-1.0,-1.0,-1.0,True,
substantial,1.0,1.0,0.7333333333333334,0.2,True,
substantive,1.0,1.0,1.0,1.0,True,
successfully,1.0,1.0,1.0,0.55,True,
such,0.0,0.0,0.0,0.0,True,
sucks,-0.6875,-0.6875,-1.0,-0.375,True,
suffer,-1.0,-1.0,-1.0,-0.625,True,
suffice,1.0,1.0,1.0,1.0,True,
suggest,1.0,1.0,1.0,1.0,True,
suggestions,1.0,1.0,1.0,1.0,True,
super,1.0,1.0,1.0,0.725,True,
superior,1.0,1.0,1.0,0.625,True,
support,1.0,1.0,1.0,0.425,True,
supported,0.6625,0.6625,1.0,0.325,True,
suppose,0.0,0.0,0.0,0.0,True,
supposed,-1.0,-1.0,-1.0,-1.0,True,
sure,1.0,1.0,0.775,0.325,True,
surprise,0.0,0.0,0.09166666666666667,0.275,True,
surprised,0.225,0.225,0.225,0.225,True,
swear,-1.0,-1.0,-0.6833333333333332,-0.05,True,
swore,-1.0,-1.0,-1.0,-1.0,True,
sworn,1.0,1.0,1.0,1.0,True,
terrible,-1.0,-1.0,-1.0,-0.525,True,
terribly,-1.0,-1.0,-1.0,-0.65,True,
terrific,1.0,1.0,1.0,0.525,True,
thank,1.0,1.0,1.0,0.375,True,
thanks,0.475,0.475,0.475,0.475,True,
thicker,-1.0,-1.0,-1.0,-1.0,True,
think,0.0,0.0,0.0,0.0,True,
thinking,0.0,0.0,0.0,0.0,True,
though,0.0,0.0,0.0,0.0,True,
thought,0.0,0.0,0.0,0.0,True,
thrilled,0.7375,0.7375,1.0,0.475,True,
throw,-1.0,-1.0,-1.0,-1.0,True,
thus,0.0,0.0,0.0,0.0,True,
tiny,-1.0,-1.0,-1.0,-1.0,True,
tired,-1.0,-1.0,-1.0,-0.475,True,
top,1.0,1.0,1.0,0.2,True,
tops,0.7875,0.7875,1.0,0.575,True,
torture,-1.0,-1.0,-1.0,-0.725,True,
touch,0.0,0.0,0.0,0.0,True,
touches,0.0,0.0,0.0,0.0,True,
tough,0.4375,0.4375,1.0,-0.125,True,
transport,0.0,0.0,0.0,0.0,True,
trash,-1.0,-1.0,-1.0,-1.0,True,
trendy,1.0,1.0,1.0,1.0,True,
trial,-1.0,-1.0,-1.0,-1.0,True,
trouble,-1.0,-1.0,-1.0,-0.425,True,
true,1.0,1.0,0.8166666666666668,0.45,True,
truly,1.0,1.0,0.8250000000000001,0.475,True,
trusted,0.7625,0.7625,1.0,0.525,True,
trying,-1.0,-1.0,-1.0,-1.0,True,
ugly,-1.0,-1.0,-1.0,-0.575,True,
ultra,1.0,1.0,1.0,1.0,True,
unable,-1.0,-1.0,-1.0,-1.0,True,
unbearable,-1.0,-1.0,-1.0,-1.0,True,
unconcerned,1.0,1.0,0.5916666666666667,-0.225,True,
understand,1.0,1.0,1.0,1.0,True,
understanding,1.0,1.0,1.0,1.0,True,
understood,1.0,1.0,1.0,1.0,True,
unexpected,-1.0,-1.0,-1.0,-1.0,True,
unexpectedly,-1.0,-1.0,-1.0,-1.0,True,
unhappy,-1.0,-1.0,-1.0,-0.45,True,
unimpressed,-0.35,-0.35,-0.35,-0.35,True,
unique,1.0,1.0,1.0,1.0,True,
universal,1.0,1.0,1.0,1.0,True,
unnecessary,-1.0,-1.0,-1.0,-1.0,True,
unparalleled,1.0,1.0,1.0,1.0,True,
unprecedented,-1.0,-1.0,-1.0,-1.0,True,
unresponsive,-1.0,-1.0,-1.0,-1.0,True,
unrivaled,1.0,1.0,1.0,1.0,True,
unusable,-1.0,-1.0,-1.0,-1.0,True,
unusual,-1.0,-1.0,-1.0,-1.0,True,
upgradable,1.0,1.0,1.0,1.0,True,
upgrade,1.0,1.0,1.0,1.0,True,
upgraded,1.0,1.0,1.0,1.0,True,
upset,-1.0,-1.0,-1.0,-0.4,True,
useful,1.0,1.0,1.0,0.475,True,
useless,-1.0,-1.0,-1.0,-0.45,True,
value,1.0,1.0,0.7833333333333333,0.35,True,
versatile,1.0,1.0,1.0,1.0,True,
very,0.0,0.0,0.0,0.0,True,
vibrant,1.0,1.0,1.0,0.6,True,
vibration,-1.0,-1.0,-1.0,-1.0,True,
virus,-1.0,-1.0,-1.0,-1.0,True,
vivid,1.0,1.0,1.0,1.0,True,
want,1.0,1.0,0.6916666666666668,0.075,True,
warm,1.0,1.0,1.0,0.225,True,
warning,-1.0,-1.0,-1.0,-0.35,True,
waste,-1.0,-1.0,-1.0,-0.45,True,
wasting,-0.7125,-0.7125,-1.0,-0.425,True,
wd,0.675,0.675,0.675,0.675,True,
weak,-1.0,-1.0,-1.0,-0.475,True,
weaknesses,-1.0,-1.0,-1.0,-0.375,True,
weird,-1.0,-1.0,-1.0,-0.175,True,
well,1.0,1.0,1.0,0.275,True,
whatever,-1.0,-1.0,-1.0,-1.0,True,
white,1.0,1.0,1.0,1.0,True,
wide,1.0,1.0,1.0,1.0,True,
will,1.0,1.0,1.0,1.0,True,
willing,1.0,1.0,1.0,1.0,True,
win,0.85,0.85,1.0,0.7,True,
winner,0.85,0.85,1.0,0.7,True,
winning,0.8,0.8,1.0,0.6,True,
wise,1.0,1.0,1.0,0.525,True,
wish,1.0,1.0,0.8083333333333332,0.425,True,
wonder,1.0,1.0,1.0,1.0,True,
wonderful,1.0,1.0,1.0,0.675,True,
wonderfully,1.0,1.0,1.0,0.725,True,
work,1.0,1.0,1.0,1.0,True,
worked,1.0,1.0,1.0,1.0,True,
works,1.0,1.0,1.0,1.0,True,
worried,-1.0,-1.0,-1.0,-0.3,True,
worry,-1.0,-1.0,-1.0,-0.475,True,
worse,-1.0,-1.0,-1.0,-0.525,True,
worst,-1.0,-1.0,-1.0,-0.775,True,
worth,1.0,1.0,1.0,0.225,True,
worthless,-1.0,-1.0,-1.0,-0.475,True,
would,0.0,0.0,0.0,0.0,True,
wow,1.0,1.0,1.0,0.7,True,
wrong,-1.0,-1.0,-1.0,-0.525,True,
xp,0.35,0.35,0.35,0.35,True,
yeah,0.0,0.0,0.1,0.3,True,
yes,1.0,1.0,0.8083333333333332,0.425,True,
not,-1.0,-1.0,-1.0,-1.0,True,
n't,-1.0,-1.0,-1.0,-1.0,True,
