WORD,MPQA,OPENER,OL,VADER,ANNOTATION,RAW_AVG
limited,-1.0,-1.0,-1.0,-0.225,-1.0,-0.80625
little,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
live,1.0,1.0,1.0,1.0,0.0,1.0
lol,0.5875,0.5875,0.5875,0.5875,1.0,0.5875
long,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
look,0.0,0.0,0.0,0.0,0.0,0.0
looking,0.0,0.0,0.0,0.0,0.0,0.0
loose,-0.6625,-0.6625,-1.0,-0.325,-1.0,-0.6625000000000001
lose,-1.0,-1.0,-1.0,-0.425,-1.0,-0.85625
loss,-1.0,-1.0,-1.0,-0.325,-1.0,-0.83125
losses,-0.7125,-0.7125,-1.0,-0.425,-1.0,-0.7124999999999999
lost,-1.0,-1.0,-1.0,-0.325,-1.0,-0.83125
loud,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
louder,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
love,1.0,1.0,1.0,0.8,1.0,0.95
loved,0.8625,0.8625,1.0,0.725,1.0,0.8625
loves,0.8375,0.8375,1.0,0.675,1.0,0.8374999999999999
loving,0.8625,0.8625,1.0,0.725,1.0,0.8625
low,-1.0,-1.0,-0.7583333333333333,-0.275,0.0,-0.7583333333333333
lower,-0.3,-0.3,-0.3,-0.3,0.0,-0.3
loyal,1.0,1.0,1.0,0.525,1.0,0.88125
luck,1.0,1.0,1.0,0.5,1.0,0.875
luxury,1.0,1.0,1.0,1.0,1.0,1.0
magnetic,1.0,1.0,1.0,1.0,0.0,1.0
major,0.0,0.0,0.0,0.0,0.0,0.0
massive,0.0,0.0,0.0,0.0,0.0,0.0
masterpiece,1.0,1.0,1.0,0.775,1.0,0.94375
matte,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
matter,0.0,0.0,0.008333333333333333,0.025,0.0,0.008333333333333333
matters,0.025,0.025,0.025,0.025,0.0,0.025
maybe,0.0,0.0,0.0,0.0,0.0,0.0
mean,-0.5,-0.5,-0.5,-0.5,0.0,-0.5
meh,-0.075,-0.075,-0.075,-0.075,0.0,-0.075
mere,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
messy,-1.0,-1.0,-1.0,-0.375,-1.0,-0.84375
might,0.5,0.5,0.5,0.5,0.0,0.5
mild,1.0,1.0,1.0,1.0,1.0,1.0
mind,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
minor,0.0,0.0,0.0,0.0,0.0,0.0
miscellaneous,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
mistake,-1.0,-1.0,-1.0,-0.35,-1.0,-0.8375
modern,1.0,1.0,1.0,1.0,1.0,1.0
moon,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
most,0.0,0.0,0.0,0.0,0.0,0.0
mostly,0.0,0.0,0.0,0.0,0.0,0.0
move,0.0,0.0,0.0,0.0,0.0,0.0
moving,1.0,1.0,1.0,1.0,0.0,1.0
much,0.0,0.0,0.0,0.0,0.0,0.0
must,0.0,0.0,0.0,0.0,0.0,0.0
nasty,-1.0,-1.0,-1.0,-0.65,-1.0,-0.9125
nature,0.0,0.0,0.0,0.0,0.0,0.0
necessary,1.0,1.0,1.0,1.0,1.0,1.0
need,-0.5,-0.5,-0.5,-0.5,0.0,-0.5
needless,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
needs,0.0,0.0,0.0,0.0,0.0,0.0
negative,-1.0,-1.0,-1.0,-0.675,-1.0,-0.91875
negligible,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
nervous,-1.0,-1.0,-1.0,-0.275,-1.0,-0.81875
nice,1.0,1.0,1.0,0.45,1.0,0.8625
nicely,1.0,1.0,1.0,0.475,1.0,0.86875
nicest,0.775,0.775,1.0,0.55,1.0,0.7749999999999999
nightmare,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
no,-0.3,-0.3,-0.3,-0.3,-1.0,-0.3
noise,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
noises,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
noisy,-1.0,-1.0,-1.0,-0.175,-1.0,-0.79375
normal,1.0,1.0,1.0,1.0,0.0,1.0
nuisance,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
number,0.075,0.075,0.075,0.075,0.0,0.075
objection,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
obsessed,-0.175,-0.175,-0.175,-0.175,1.0,-0.175
obtrusive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
obviously,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
odd,-1.0,-1.0,-1.0,-0.325,-1.0,-0.83125
oddities,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
offline,-0.125,-0.125,-0.125,-0.125,0.0,-0.125
oh,0.0,0.0,0.0,0.0,0.0,0.0
ok,0.35,0.35,0.35,0.35,0.0,0.35
open,1.0,1.0,1.0,1.0,0.0,1.0
opinion,0.0,0.0,0.0,0.0,0.0,0.0
opportunity,1.0,1.0,0.8166666666666668,0.45,0.0,0.8166666666666668
outstanding,1.0,1.0,1.0,0.75,1.0,0.9375
overcome,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
pain,-1.0,-1.0,-1.0,-0.575,-1.0,-0.89375
painful,-1.0,-1.0,-1.0,-0.475,-1.0,-0.86875
painless,1.0,1.0,1.0,0.3,1.0,0.825
particular,0.0,0.0,0.0,0.0,0.0,0.0
particularly,0.0,0.0,0.0,0.0,0.0,0.0
party,0.425,0.425,0.425,0.425,0.0,0.425
pay,-0.1,-0.1,-0.1,-0.1,0.0,-0.1
perfect,1.0,1.0,1.0,0.675,1.0,0.91875
perfectly,1.0,1.0,1.0,0.8,1.0,0.95
perhaps,0.0,0.0,0.0,0.0,0.0,0.0
plain,1.0,1.0,1.0,1.0,1.0,1.0
play,0.35,0.35,0.35,0.35,0.0,0.35
played,0.35,0.35,0.35,0.35,0.0,0.35
player,0.0,0.0,0.0,0.0,0.0,0.0
playing,0.2,0.2,0.2,0.2,0.0,0.2
plays,0.25,0.25,0.25,0.25,0.0,0.25
pleasant,1.0,1.0,1.0,0.575,1.0,0.89375
pleasantly,1.0,1.0,1.0,0.525,1.0,0.88125
please,1.0,1.0,0.775,0.325,0.0,0.775
pleased,1.0,1.0,1.0,0.475,1.0,0.86875
pleasing,1.0,1.0,1.0,0.6,1.0,0.9
pleasure,1.0,1.0,1.0,0.675,1.0,0.91875
plenty,1.0,1.0,1.0,1.0,1.0,1.0
pluses,1.0,1.0,1.0,1.0,1.0,1.0
point,0.0,0.0,0.0,0.0,0.0,0.0
poor,-1.0,-1.0,-1.0,-0.525,-1.0,-0.88125
poorly,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
portable,1.0,1.0,1.0,1.0,1.0,1.0
positive,1.0,1.0,1.0,0.65,1.0,0.9125
possible,0.0,0.0,0.0,0.0,0.0,0.0
power,0.0,0.0,0.0,0.0,0.0,0.0
powerful,1.0,1.0,1.0,0.45,1.0,0.8625
powerless,-1.0,-1.0,-1.0,-0.55,-1.0,-0.8875
practically,0.0,0.0,0.0,0.0,0.0,0.0
pray,0.0,0.0,0.10833333333333334,0.325,0.0,0.10833333333333334
prefer,1.0,1.0,1.0,1.0,1.0,1.0
premium,1.0,1.0,1.0,1.0,1.0,1.0
press,1.0,1.0,1.0,1.0,0.0,1.0
pressured,-0.225,-0.225,-0.225,-0.225,-1.0,-0.225
pretty,1.0,1.0,1.0,0.55,1.0,0.8875
pricey,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
primary,0.0,0.0,0.0,0.0,0.0,0.0
prime,0.0,0.0,0.0,0.0,0.0,0.0
pro,1.0,1.0,1.0,1.0,0.0,1.0
problem,-1.0,-1.0,-1.0,-0.425,-1.0,-0.85625
problematic,-1.0,-1.0,-1.0,-0.475,-1.0,-0.86875
problems,-1.0,-1.0,-1.0,-0.425,-1.0,-0.85625
promise,1.0,1.0,1.0,0.325,1.0,0.83125
proper,1.0,1.0,1.0,1.0,1.0,1.0
properly,1.0,1.0,1.0,1.0,1.0,1.0
proprietary,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
pros,1.0,1.0,1.0,1.0,1.0,1.0
protector,1.0,1.0,1.0,1.0,0.0,1.0
proving,1.0,1.0,1.0,1.0,0.0,1.0
pure,1.0,1.0,1.0,1.0,1.0,1.0
qualify,1.0,1.0,1.0,1.0,0.0,1.0
qualms,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
quick,0.0,0.0,0.0,0.0,1.0,0.0
quicker,1.0,1.0,1.0,1.0,1.0,1.0
quiet,0.0,0.0,1.0,0.3333333333333333,1.0,0.3333333333333333
quit,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
quite,0.0,0.0,0.0,0.0,0.0,0.0
rare,0.0,0.0,0.0,0.0,0.0,0.0
rarely,0.0,0.0,0.0,0.0,0.0,0.0
rather,0.0,0.0,0.0,0.0,0.0,0.0
reach,0.025,0.025,0.025,0.025,0.0,0.025
reaches,0.05,0.05,0.05,0.05,0.0,0.05
reaction,0.0,0.0,0.0,0.0,0.0,0.0
ready,1.0,1.0,1.0,0.375,1.0,0.84375
real,1.0,1.0,1.0,1.0,1.0,1.0
realistic,1.0,1.0,1.0,1.0,1.0,1.0
really,0.0,0.0,0.0,0.0,0.0,0.0
reason,1.0,1.0,1.0,1.0,0.0,1.0
reasonable,1.0,1.0,1.0,1.0,1.0,1.0
reasonably,1.0,1.0,1.0,1.0,1.0,1.0
recognition,1.0,1.0,1.0,1.0,0.0,1.0
recomend,1.0,1.0,1.0,1.0,1.0,1.0
recommend,1.0,1.0,1.0,0.375,1.0,0.84375
recommended,1.0,1.0,1.0,0.2,1.0,0.8
recovery,1.0,1.0,1.0,1.0,0.0,1.0
refund,1.0,1.0,1.0,1.0,0.0,1.0
refused,-0.65,-0.65,-1.0,-0.3,-1.0,-0.6499999999999999
regardless,0.0,0.0,0.0,0.0,0.0,0.0
regret,-1.0,-1.0,-1.0,-0.45,-1.0,-0.8625
regrets,-0.6875,-0.6875,-1.0,-0.375,-1.0,-0.6875
regretted,-0.7,-0.7,-1.0,-0.4,-1.0,-0.7
relax,1.0,1.0,0.8250000000000001,0.475,1.0,0.8250000000000001
reliability,1.0,1.0,1.0,1.0,1.0,1.0
reliable,1.0,1.0,1.0,1.0,1.0,1.0
repair,1.0,1.0,1.0,1.0,-1.0,1.0
reputation,1.0,1.0,1.0,1.0,0.0,1.0
resolve,1.0,1.0,0.7999999999999999,0.4,0.0,0.7999999999999999
resolved,1.0,1.0,0.725,0.175,1.0,0.725
responsive,1.0,1.0,1.0,0.375,1.0,0.84375
restricted,-1.0,-1.0,-1.0,-0.4,-1.0,-0.85
rich,1.0,1.0,1.0,0.65,1.0,0.9125
ridiculous,-1.0,-1.0,-1.0,-0.375,-1.0,-0.84375
ridiculously,-1.0,-1.0,-1.0,-0.35,-1.0,-0.8375
right,1.0,1.0,1.0,1.0,1.0,1.0
robust,1.0,1.0,1.0,0.35,1.0,0.8375
rough,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
safety,0.45,0.45,0.45,0.45,0.0,0.45
sarcasm,-1.0,-1.0,-1.0,-0.225,-1.0,-0.80625
satisfactory,1.0,1.0,1.0,0.375,1.0,0.84375
satisfied,0.725,0.725,1.0,0.45,1.0,0.7250000000000001
satisfy,1.0,1.0,1.0,0.5,1.0,0.875
save,0.55,0.55,0.55,0.55,0.0,0.55
saved,0.45,0.45,0.45,0.45,0.0,0.45
savvy,1.0,1.0,1.0,1.0,1.0,1.0
scary,-1.0,-1.0,-1.0,-0.55,-1.0,-0.8875
scratches,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
screams,-0.3,-0.3,-0.3,-0.3,0.0,-0.3
screw,-1.0,-1.0,-0.7000000000000001,-0.1,-1.0,-0.7000000000000001
screwed,-0.775,-0.775,-1.0,-0.55,-1.0,-0.7749999999999999
screws,-0.25,-0.25,-0.25,-0.25,0.0,-0.25
seamless,1.0,1.0,1.0,1.0,1.0,1.0
secure,1.0,1.0,1.0,0.35,1.0,0.8375
securely,1.0,1.0,1.0,0.35,1.0,0.8375
security,1.0,1.0,0.7833333333333333,0.35,0.0,0.7833333333333333
seem,0.0,0.0,0.0,0.0,0.0,0.0
sensational,1.0,1.0,1.0,1.0,1.0,1.0
sense,1.0,1.0,1.0,1.0,1.0,1.0
sensitive,1.0,1.0,1.0,1.0,1.0,1.0
sensitivity,1.0,1.0,1.0,1.0,0.0,1.0
serious,-1.0,-1.0,-0.6916666666666668,-0.075,1.0,-0.6916666666666668
seriously,-1.0,-1.0,-0.725,-0.175,0.0,-0.725
set-up,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
shame,-1.0,-1.0,-1.0,-0.525,-1.0,-0.88125
share,0.3,0.3,0.3,0.3,0.0,0.3
sharp,-1.0,-1.0,1.0,-0.3333333333333333,1.0,-0.3333333333333333
shattered,-0.525,-0.525,-0.525,-0.525,-1.0,-0.525
sheer,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
shine,1.0,1.0,1.0,1.0,1.0,1.0
shiny,1.0,1.0,1.0,1.0,1.0,1.0
shit,-0.825,-0.825,-1.0,-0.65,-1.0,-0.825
shocked,-0.6625,-0.6625,-1.0,-0.325,0.0,-0.6625000000000001
shockingly,-1.0,-1.0,-1.0,-0.175,0.0,-0.79375
should,0.0,0.0,0.0,0.0,0.0,0.0
show,0.0,0.0,0.0,0.0,0.0,0.0
signals,0.0,0.0,0.0,0.0,0.0,0.0
simple,1.0,1.0,1.0,1.0,1.0,1.0
simply,0.0,0.0,0.0,0.0,0.0,0.0
sleek,1.0,1.0,1.0,1.0,1.0,1.0
slick,1.0,1.0,1.0,1.0,1.0,1.0
slim,1.0,1.0,1.0,1.0,1.0,1.0
slow,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
slower,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
slowly,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
smooth,1.0,1.0,1.0,1.0,1.0,1.0
smoother,1.0,1.0,1.0,1.0,1.0,1.0
smoothly,1.0,1.0,1.0,1.0,1.0,1.0
so,0.0,0.0,0.0,0.0,0.0,0.0
soft,1.0,1.0,1.0,1.0,1.0,1.0
solid,1.0,1.0,1.0,0.15,1.0,0.7875
solve,0.2,0.2,0.2,0.2,0.0,0.2
solved,0.275,0.275,0.275,0.275,0.0,0.275
sophisticated,1.0,1.0,1.0,0.65,1.0,0.9125
sorry,-1.0,-1.0,-1.0,-0.075,-1.0,-0.76875
sound,1.0,1.0,1.0,1.0,0.0,1.0
special,1.0,1.0,0.8083333333333332,0.425,1.0,0.8083333333333332
specific,0.0,0.0,0.0,0.0,0.0,0.0
spectacular,1.0,1.0,1.0,1.0,1.0,1.0
speedy,1.0,1.0,1.0,1.0,1.0,1.0
split,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
stability,1.0,1.0,1.0,1.0,1.0,1.0
stand,1.0,1.0,1.0,1.0,1.0,1.0
stands,0.0,0.0,0.0,0.0,0.0,0.0
star,1.0,1.0,1.0,1.0,0.0,1.0
stars,1.0,1.0,1.0,1.0,0.0,1.0
steady,1.0,1.0,1.0,1.0,1.0,1.0
stellar,1.0,1.0,1.0,1.0,1.0,1.0
still,0.0,0.0,0.0,0.0,0.0,0.0
stinks,-0.625,-0.625,-1.0,-0.25,-1.0,-0.625
stopped,-0.225,-0.225,-0.225,-0.225,-1.0,-0.225
stops,-0.15,-0.15,-0.15,-0.15,-1.0,-0.15
strength,0.0,0.0,0.18333333333333326,0.55,0.0,0.18333333333333332
strengths,0.425,0.425,0.425,0.425,1.0,0.425
strong,1.0,1.0,1.0,0.575,1.0,0.89375
stuck,-0.625,-0.625,-1.0,-0.25,-1.0,-0.625
stunning,1.0,1.0,1.0,0.4,1.0,0.85
sturdy,1.0,1.0,1.0,1.0,1.0,1.0
stylish,1.0,1.0,1.0,1.0,1.0,1.0
sub-par,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
substantial,1.0,1.0,0.7333333333333334,0.2,1.0,0.7333333333333334
substantive,1.0,1.0,1.0,1.0,1.0,1.0
successfully,1.0,1.0,1.0,0.55,1.0,0.8875
such,0.0,0.0,0.0,0.0,0.0,0.0
sucks,-0.6875,-0.6875,-1.0,-0.375,-1.0,-0.6875
suffer,-1.0,-1.0,-1.0,-0.625,-1.0,-0.90625
suffice,1.0,1.0,1.0,1.0,1.0,1.0
suggest,1.0,1.0,1.0,1.0,1.0,1.0
suggestions,1.0,1.0,1.0,1.0,1.0,1.0
super,1.0,1.0,1.0,0.725,0.0,0.93125
superior,1.0,1.0,1.0,0.625,1.0,0.90625
support,1.0,1.0,1.0,0.425,0.0,0.85625
supported,0.6625,0.6625,1.0,0.325,1.0,0.6625000000000001
suppose,0.0,0.0,0.0,0.0,0.0,0.0
supposed,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
sure,1.0,1.0,0.775,0.325,1.0,0.775
surprise,0.0,0.0,0.09166666666666667,0.275,1.0,0.09166666666666667
surprised,0.225,0.225,0.225,0.225,1.0,0.225
swear,-1.0,-1.0,-0.6833333333333332,-0.05,0.0,-0.6833333333333332
swore,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
sworn,1.0,1.0,1.0,1.0,0.0,1.0
terrible,-1.0,-1.0,-1.0,-0.525,-1.0,-0.88125
terribly,-1.0,-1.0,-1.0,-0.65,-1.0,-0.9125
terrific,1.0,1.0,1.0,0.525,1.0,0.88125
thank,1.0,1.0,1.0,0.375,1.0,0.84375
thanks,0.475,0.475,0.475,0.475,1.0,0.475
thicker,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
think,0.0,0.0,0.0,0.0,0.0,0.0
thinking,0.0,0.0,0.0,0.0,0.0,0.0
though,0.0,0.0,0.0,0.0,0.0,0.0
thought,0.0,0.0,0.0,0.0,0.0,0.0
thrilled,0.7375,0.7375,1.0,0.475,1.0,0.7375
throw,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
thus,0.0,0.0,0.0,0.0,0.0,0.0
tiny,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
tired,-1.0,-1.0,-1.0,-0.475,-1.0,-0.86875
top,1.0,1.0,1.0,0.2,1.0,0.8
tops,0.7875,0.7875,1.0,0.575,1.0,0.7875000000000001
torture,-1.0,-1.0,-1.0,-0.725,-1.0,-0.93125
touch,0.0,0.0,0.0,0.0,0.0,0.0
touches,0.0,0.0,0.0,0.0,0.0,0.0
tough,0.4375,0.4375,1.0,-0.125,1.0,0.4375
transport,0.0,0.0,0.0,0.0,0.0,0.0
trash,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
trendy,1.0,1.0,1.0,1.0,1.0,1.0
trial,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
trouble,-1.0,-1.0,-1.0,-0.425,-1.0,-0.85625
true,1.0,1.0,0.8166666666666668,0.45,1.0,0.8166666666666668
truly,1.0,1.0,0.8250000000000001,0.475,0.0,0.8250000000000001
trusted,0.7625,0.7625,1.0,0.525,1.0,0.7625
trying,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
ugly,-1.0,-1.0,-1.0,-0.575,-1.0,-0.89375
ultra,1.0,1.0,1.0,1.0,1.0,1.0
unable,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
unbearable,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
unconcerned,1.0,1.0,0.5916666666666667,-0.225,1.0,0.5916666666666667
understand,1.0,1.0,1.0,1.0,0.0,1.0
understanding,1.0,1.0,1.0,1.0,0.0,1.0
understood,1.0,1.0,1.0,1.0,0.0,1.0
unexpected,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
unexpectedly,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
unhappy,-1.0,-1.0,-1.0,-0.45,-1.0,-0.8625
unimpressed,-0.35,-0.35,-0.35,-0.35,-1.0,-0.35
unique,1.0,1.0,1.0,1.0,1.0,1.0
universal,1.0,1.0,1.0,1.0,1.0,1.0
unnecessary,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
unparalleled,1.0,1.0,1.0,1.0,1.0,1.0
unprecedented,-1.0,-1.0,-1.0,-1.0,1.0,-1.0
unresponsive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
unrivaled,1.0,1.0,1.0,1.0,1.0,1.0
unusable,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
unusual,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
upgradable,1.0,1.0,1.0,1.0,1.0,1.0
upgrade,1.0,1.0,1.0,1.0,0.0,1.0
upgraded,1.0,1.0,1.0,1.0,0.0,1.0
upset,-1.0,-1.0,-1.0,-0.4,-1.0,-0.85
useful,1.0,1.0,1.0,0.475,1.0,0.86875
useless,-1.0,-1.0,-1.0,-0.45,-1.0,-0.8625
value,1.0,1.0,0.7833333333333333,0.35,0.0,0.7833333333333333
versatile,1.0,1.0,1.0,1.0,1.0,1.0
very,0.0,0.0,0.0,0.0,0.0,0.0
vibrant,1.0,1.0,1.0,0.6,1.0,0.9
vibration,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
virus,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
vivid,1.0,1.0,1.0,1.0,1.0,1.0
want,1.0,1.0,0.6916666666666668,0.075,0.0,0.6916666666666668
warm,1.0,1.0,1.0,0.225,0.0,0.80625
warning,-1.0,-1.0,-1.0,-0.35,-1.0,-0.8375
waste,-1.0,-1.0,-1.0,-0.45,-1.0,-0.8625
wasting,-0.7125,-0.7125,-1.0,-0.425,-1.0,-0.7124999999999999
wd,0.675,0.675,0.675,0.675,0.0,0.675
weak,-1.0,-1.0,-1.0,-0.475,-1.0,-0.86875
weaknesses,-1.0,-1.0,-1.0,-0.375,-1.0,-0.84375
weird,-1.0,-1.0,-1.0,-0.175,-1.0,-0.79375
well,1.0,1.0,1.0,0.275,1.0,0.81875
whatever,-1.0,-1.0,-1.0,-1.0,0.0,-1.0
white,1.0,1.0,1.0,1.0,0.0,1.0
wide,1.0,1.0,1.0,1.0,1.0,1.0
will,1.0,1.0,1.0,1.0,0.0,1.0
willing,1.0,1.0,1.0,1.0,0.0,1.0
win,0.85,0.85,1.0,0.7,0.0,0.8500000000000001
winner,0.85,0.85,1.0,0.7,1.0,0.8500000000000001
winning,0.8,0.8,1.0,0.6,1.0,0.8
wise,1.0,1.0,1.0,0.525,1.0,0.88125
wish,1.0,1.0,0.8083333333333332,0.425,0.0,0.8083333333333332
wonder,1.0,1.0,1.0,1.0,1.0,1.0
wonderful,1.0,1.0,1.0,0.675,1.0,0.91875
wonderfully,1.0,1.0,1.0,0.725,1.0,0.93125
work,1.0,1.0,1.0,1.0,1.0,1.0
worked,1.0,1.0,1.0,1.0,1.0,1.0
works,1.0,1.0,1.0,1.0,1.0,1.0
worried,-1.0,-1.0,-1.0,-0.3,-1.0,-0.825
worry,-1.0,-1.0,-1.0,-0.475,-1.0,-0.86875
worse,-1.0,-1.0,-1.0,-0.525,-1.0,-0.88125
worst,-1.0,-1.0,-1.0,-0.775,-1.0,-0.94375
worth,1.0,1.0,1.0,0.225,1.0,0.80625
worthless,-1.0,-1.0,-1.0,-0.475,-1.0,-0.86875
would,0.0,0.0,0.0,0.0,0.0,0.0
wow,1.0,1.0,1.0,0.7,1.0,0.925
wrong,-1.0,-1.0,-1.0,-0.525,-1.0,-0.88125
xp,0.35,0.35,0.35,0.35,0.0,0.35
yeah,0.0,0.0,0.1,0.3,0.0,0.1
yes,1.0,1.0,0.8083333333333332,0.425,0.0,0.8083333333333332
not,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
n't,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
